9999999	9999999	26	14	9999999	9999999	9999999	9999999	9999999
9999999	9999999	20	11	17	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	16	11	9999999	9999999
9999999	9999999	9999999	9999999	9999999	13	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	15	25	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	45	18
9999999	9999999	9999999	9999999	9999999	29	9999999	15	29
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999

