9999999	9999999	1	2	9999999	9999999	9999999	9999999	9999999
9999999	9999999	5	3	1	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	1	2	9999999	9999999
9999999	9999999	9999999	9999999	9999999	1	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	1	3	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	5	2
9999999	9999999	9999999	9999999	9999999	3	9999999	2	2
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999

