9999999	9999999	12	8	9999999	9999999	9999999	9999999	9999999
9999999	9999999	11	7	9	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	10	10	9999999	9999999
9999999	9999999	9999999	9999999	9999999	12	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9	11	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	10	10
9999999	9999999	9999999	9999999	9999999	9	9999999	12	8
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999
9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999	9999999

